monthly_salary,monthly_expenses,current_savings,annual_return_pct,goal_type,goal_cost,months_to_reach
45123.73,34709.42,790522.7,11.85,car,837855.46,3
371358.55,155819.06,5457159.54,0.77,property,6062701.32,3
301450.11,127111.2,5121521.16,9.82,car,1392108.45,0
151747.95,100204.29,2995529.53,3.63,house,3213563.2,4
316827.11,161980.62,6740165.49,10.8,car,1037024.26,0
183143.34,121664.41,1155779.43,13.65,property,1078025.23,0
192975.16,109238.28,2313895.65,7.94,house,3623684.74,13
313865.0,278260.49,5077987.46,1.61,property,4316186.64,0
36734.4,31876.54,215602.85,6.6,house,13923058.36,474
88005.15,81510.84,74692.24,11.24,property,6054993.71,234
179360.34,97407.23,1791838.16,10.08,house,12650959.44,80
237183.67,100006.25,3832844.68,0.74,car,2069543.64,0
392937.27,362464.06,650010.39,6.51,house,11942620.97,191
138065.15,55478.9,1513457.55,5.16,house,9111391.0,73
135485.54,98041.47,1508528.56,8.28,house,14970126.07,157
314836.66,248556.62,4129845.32,11.14,car,314031.34,0
175813.72,86113.32,1461744.95,11.75,car,2392178.58,9
20555.58,15301.21,418843.36,10.18,car,751427.62,33
393583.98,236894.07,9079369.05,13.62,car,1865635.44,0
55350.12,49968.13,1191959.32,7.28,property,7216834.55,226
194214.05,155126.46,2707051.59,7.08,property,6649721.69,60
48435.58,33454.09,505647.59,13.5,car,941687.25,20
343347.21,310943.87,3238060.86,11.65,house,5793779.21,34
123343.23,48697.44,600077.53,10.92,property,1317296.25,9
60149.95,37277.33,453338.04,1.69,house,14522568.75,435
98901.77,52910.92,629034.05,1.68,car,2076713.19,31
135601.69,104796.09,1963412.13,3.01,house,3502371.26,41
290239.81,270224.87,2760142.03,0.69,house,5012251.7,102
396457.12,146153.62,3847780.22,6.33,property,4625906.69,3
55995.61,23022.28,1066796.57,1.7,car,2126819.13,31
393375.55,168533.55,7776311.59,5.21,property,7531811.74,0
51934.98,36441.28,1143519.27,1.05,car,735050.74,0
265475.02,221825.4,586032.74,11.86,house,3154123.4,43
378066.65,143809.98,8385201.28,6.06,property,3462490.16,0
31203.27,23712.23,129411.61,3.01,car,904959.89,89
189484.34,83217.52,2792725.96,8.64,property,2713288.72,0
176557.04,120131.74,258390.81,3.92,car,1222316.61,17
264207.96,218848.41,1579843.68,13.92,property,6461346.83,56
395973.37,324361.38,3412772.01,7.62,house,6144460.62,27
234947.42,127567.68,1524916.02,0.36,property,2142651.41,6
360390.62,294483.45,506777.51,13.88,property,3180746.7,32
241915.79,118455.83,926778.28,3.47,car,886359.4,0
330188.36,297286.97,443049.3,13.95,car,1566522.64,26
393412.56,229380.58,8830123.22,13.88,car,687420.81,0
245157.41,204394.14,4104679.77,12.8,car,1847596.34,0
153639.22,106101.83,523979.63,13.28,house,8818682.12,91
86711.57,32324.19,116889.93,8.42,car,1458186.73,23
20259.73,18248.7,97958.73,1.83,property,1830949.04,525
324921.29,282983.78,464424.01,2.07,property,7379181.11,143
314259.27,269599.42,6491360.59,13.45,house,11011263.13,33
271613.03,190566.42,2193944.94,4.52,car,1911174.46,0
186009.99,136449.41,2174977.64,4.44,property,7765571.72,84
283552.95,257269.61,5355692.29,3.13,property,6608406.77,30
163785.96,129455.93,1157707.04,2.49,car,2387333.83,33
380505.3,222580.71,9079920.04,13.51,car,700579.86,0
140922.43,117710.27,2067775.57,8.96,car,2360713.15,8
73444.48,58550.38,419507.69,13.75,car,1699610.89,49
385970.26,325371.8,6206629.35,10.21,house,7529504.11,12
120780.73,60357.09,196519.27,3.59,car,1884909.89,27
38296.03,23472.87,385705.3,2.33,house,8156606.91,350
163910.78,111068.3,399005.62,6.71,property,5382271.72,74
281120.95,125828.03,497310.09,11.84,house,1771052.98,8
119228.53,49221.71,978078.94,12.43,car,1910367.19,12
227877.58,202554.57,509195.29,8.32,property,7199196.29,139
287711.77,175157.2,4513404.73,8.5,house,3620900.99,0
58477.97,27679.39,266637.44,9.76,property,7441802.0,126
225247.66,168115.56,1607731.23,1.34,house,9218892.41,121
339144.71,149954.18,2936957.29,5.99,house,12622613.65,43
257534.56,164357.8,599459.48,2.9,property,2688586.0,22
51135.72,43785.54,378428.93,5.56,house,13580846.03,442
120701.67,88730.19,1122604.09,5.19,house,6486922.48,114
189394.6,96208.21,2113907.21,3.17,house,9117328.94,66
77429.66,59456.88,179703.62,9.35,property,3604899.9,112
307453.62,149578.54,449992.16,5.42,property,3639740.56,20
223495.48,194471.55,2546906.47,12.34,house,5534503.47,44
170025.66,146623.99,141713.64,8.0,property,6503377.53,152
277463.26,200373.94,800971.22,10.6,car,2387935.26,18
83522.62,39851.49,386327.7,0.6,car,2474215.86,48
185449.43,175873.11,2791649.89,11.68,house,5816618.1,61
296299.14,247233.84,618867.75,7.79,property,2945951.04,39
124956.31,78084.49,2619482.91,11.01,property,4906820.66,29
317040.55,132368.01,1138624.4,7.93,property,6187830.41,25
377066.99,341229.38,5092067.37,1.41,house,13210916.11,175
354451.6,310760.53,2246967.62,9.17,property,5067216.14,40
34236.95,17640.54,118201.86,8.52,property,3512899.24,123
170401.24,149505.72,2823945.65,0.69,house,13931272.27,435
360871.92,130686.06,7079319.03,4.24,house,12878428.68,22
346129.22,263373.6,8078628.05,3.19,house,14651962.23,59
188382.03,159275.88,1218093.21,5.83,property,1169651.38,0
187852.31,168702.58,1835709.4,6.78,property,7003917.28,123
331986.61,218832.9,1266641.33,4.36,property,3525388.56,19
316596.24,210400.91,4320948.33,2.43,car,2141348.69,0
114806.3,71624.11,2529497.99,9.86,house,6472751.02,51
196403.02,115517.45,4351066.39,9.54,car,1119426.88,0
245736.57,112191.08,5133814.93,8.22,house,6147361.55,6
338308.43,170912.05,6746169.49,1.27,car,1150444.48,0
81904.81,56789.1,1896753.54,12.0,property,2188340.31,7
98557.77,73026.62,1214108.55,12.1,property,566734.9,0
366375.87,270540.34,5285853.67,0.12,house,9712642.42,46
378341.89,294215.41,6441208.86,3.86,house,12996413.34,58
194419.25,93501.16,1409827.71,7.29,property,3478644.05,18
58878.6,38677.84,935965.47,11.81,house,9079671.08,135
245633.57,127632.71,4034756.14,6.74,house,14842873.04,65
263426.0,228362.67,1651029.27,9.96,property,2740933.34,21
76973.13,62293.17,1662041.52,11.28,property,3530738.2,49
141442.58,61380.1,86411.02,6.96,house,5002254.68,53
179054.96,104382.77,151777.03,9.91,property,6620110.26,65
150403.48,117017.15,2477391.16,8.94,house,13738107.82,130
275310.02,180159.83,5586057.35,11.77,property,1858518.93,0
57089.16,24363.74,354389.23,11.32,car,2383231.44,46
361844.64,268727.82,1930109.8,3.13,house,7176379.67,51
357000.55,204564.69,5017177.43,6.49,car,1335180.45,0
349229.48,244511.19,7914665.81,1.0,car,1401050.22,0
349649.15,202447.39,2503676.03,0.76,car,602203.57,0
96112.7,57236.57,1313446.05,12.69,house,3433526.06,34
347709.7,159325.47,674374.34,4.66,car,989510.96,2
42045.16,26119.8,211284.38,10.83,property,6233628.02,156
206039.29,166508.9,435359.43,8.6,property,3720572.92,62
183029.67,116487.43,20510.18,7.47,property,3298260.54,44
25349.31,13772.98,506922.42,2.67,property,530928.75,2
298769.23,145129.97,6288388.2,4.37,car,1143811.05,0
243694.86,109714.38,4818396.19,4.17,house,7655005.21,19
217709.6,144661.62,2265913.98,9.61,car,1054012.25,0
362525.83,205026.68,1639423.33,13.27,house,1758183.9,1
105242.12,99025.23,533426.57,0.31,property,1767385.56,190
159304.75,117937.17,142852.12,12.27,house,11911870.46,132
256791.22,181385.62,295579.28,1.51,car,406117.12,2
64000.13,39461.75,189842.41,3.54,property,1648453.24,54
284172.97,206931.01,2053659.78,9.26,property,4402319.26,24
256663.16,197742.49,2579931.33,12.58,property,5890746.68,33
64739.14,27087.34,165106.1,2.78,car,2011509.62,47
335969.55,313752.5,2886020.14,5.74,car,386692.56,0
208614.79,99012.0,4671924.97,4.63,car,328048.68,0
53821.08,22403.48,741636.51,6.92,car,2014957.69,33
48518.32,38045.44,1053561.04,9.02,house,14846990.07,253
132488.43,83277.78,317364.63,2.45,car,2174947.11,36
156881.57,118611.87,1603939.15,1.62,car,321279.12,0
72589.89,53594.51,572578.86,12.52,property,2512320.49,58
298565.82,171249.38,2455806.97,1.59,house,14491184.06,88
123296.57,71688.24,2517237.4,11.2,property,7145929.15,49
83375.92,35810.54,1453564.62,13.74,car,528168.83,0
366266.17,234265.64,5001233.54,6.13,property,3348130.84,0
156267.59,57395.48,2567029.41,11.74,car,1362775.24,0
205486.66,181353.55,2173331.48,0.89,property,2856784.59,27
287735.91,217746.26,5300293.73,8.07,property,2179886.89,0
383189.34,334863.86,4773923.16,9.64,property,1214316.04,0
271451.04,135493.75,2252497.39,9.47,house,3506835.11,8
334046.37,295710.25,4913800.84,0.16,car,1412248.66,0
198329.8,128418.73,787308.39,10.52,house,4752039.53,43
388655.12,147770.73,2077344.72,9.01,house,12530894.63,36
49955.63,30798.31,687031.65,1.23,house,7535419.62,296
65108.6,42217.98,1020964.9,1.44,house,1983731.09,40
228657.54,193340.3,4345133.24,13.48,property,2784484.69,0
213168.34,101065.4,3435289.87,13.3,house,12641698.37,48
330303.7,282935.0,2631642.88,10.74,property,4048502.61,19
269723.54,210262.47,738114.81,10.63,car,304833.29,0
154952.81,113146.03,2974769.39,7.67,house,10978296.72,96
37395.68,16771.71,126052.63,10.04,property,3569080.68,102
116629.94,54530.66,337981.83,11.93,car,1305501.22,14
316939.75,247236.06,819725.98,5.8,property,6780996.78,69
243748.22,198237.28,2635432.66,9.22,property,1509770.11,0
209554.88,140028.47,244282.01,13.09,property,4121989.73,43
213166.5,192424.84,906566.97,8.1,property,6614331.16,133
59350.51,44187.23,863422.76,4.51,house,7151974.07,221
251417.6,192462.52,1497878.44,5.57,house,14601637.27,142
192081.37,82599.43,1902737.16,9.8,property,4342209.67,19
340368.28,231002.37,2564286.69,10.32,property,5244374.63,19
96337.85,69796.83,671851.3,4.83,property,1495037.96,27
289950.65,271135.08,1237365.78,7.59,property,2917860.48,54
63854.0,35843.97,736164.94,7.99,property,5825927.24,107
276212.52,244812.57,3539295.39,12.28,house,12412114.52,84
218637.39,79838.35,762572.49,9.38,car,887352.19,1
318502.23,299430.14,5223872.3,2.05,car,1819308.67,0
132153.42,106007.7,102465.57,11.4,car,1655439.43,46
276699.89,190129.07,1489579.87,9.06,house,4707538.88,30
318036.73,263745.65,2195511.74,9.3,house,6731987.76,52
383546.75,358805.54,2878018.03,7.73,car,1936073.93,0
97173.14,84667.93,2006690.9,6.2,car,2305270.03,13
287759.05,212532.91,5214937.75,7.65,property,1973518.11,0
295467.52,137717.0,3182645.55,13.77,car,711348.48,0
86042.15,56642.25,778918.72,6.0,property,2481796.96,46
81152.96,69597.47,10994.87,6.53,car,387869.3,30
372878.73,264045.94,6923561.11,8.76,property,2758661.14,0
320165.11,217743.04,560013.31,9.91,property,2149715.12,15
89870.26,35130.81,1089530.24,5.82,property,3525628.0,38
152773.12,134446.16,2432152.28,4.63,house,4449011.36,65
306009.16,204505.72,7319477.82,11.53,property,566027.72,0
274196.62,169289.09,5952236.87,8.59,property,2328703.73,0
35153.35,30984.03,321756.63,11.15,car,1148927.06,79
225290.18,117082.72,4927560.82,11.51,house,8443172.34,21
213319.53,136968.8,1517643.69,9.12,house,8437578.45,62
380320.49,171310.38,8728594.48,7.53,car,1679252.77,0
100096.96,72841.43,512116.39,9.6,car,752275.05,8
334924.49,293789.85,5959311.82,6.09,car,1943159.82,0
78426.74,49058.68,624368.53,1.23,car,691582.76,3
115725.04,45394.91,2281966.29,12.75,house,6738440.15,39
259482.56,158236.36,105189.88,9.43,property,544241.96,5
293708.56,113942.05,5258212.85,0.64,car,1086940.31,0
211078.04,110584.2,3474574.17,8.49,house,11831202.25,55
186316.94,109380.7,2954493.99,6.64,property,2148992.94,0
303766.49,251537.56,6192953.74,4.13,property,1580566.53,0
277369.84,249217.17,5292330.48,10.21,house,14424787.26,86
24237.08,21204.05,82235.75,0.58,property,4974911.66,1179
224117.78,205782.17,1638880.9,10.48,property,3078887.37,38
176808.71,130406.84,2174970.72,2.25,car,1657146.83,0
116041.88,48595.27,1868676.85,7.94,car,2173052.99,4
374300.55,354308.34,4143643.65,7.7,house,10567750.86,100
115261.29,53994.22,1606084.95,13.32,house,3230904.48,19
269079.73,110329.96,4000779.35,12.6,house,8059126.61,19
144771.51,107949.36,2409431.53,2.13,property,3233700.77,20
140206.6,85103.22,16259.08,3.45,car,1866838.08,33
263518.65,135977.7,2273550.34,9.51,house,13351458.7,60
195882.38,110721.53,1436077.04,7.72,car,1720213.53,3
51150.0,26514.6,1014542.32,12.48,car,879116.23,0
356807.62,141252.08,645678.69,0.26,property,5237198.71,22
328804.11,229288.41,6069988.96,2.98,car,1513506.8,0
226518.34,215019.57,2566564.91,10.85,house,6798727.67,83
358746.27,252471.44,7380106.56,1.87,property,4328089.95,0
170778.36,111228.01,2716107.49,11.87,property,5631212.43,30
307738.31,133626.87,1175972.1,7.93,property,5445599.8,22
387739.51,306915.94,4499361.09,5.02,car,1975239.23,0
108064.96,54963.38,606941.26,9.36,property,7307945.69,83
157275.52,99367.39,1716102.82,0.65,property,2930533.33,21
287419.78,190508.65,5722967.99,11.69,house,9311524.37,22
236660.86,136315.65,2149932.41,8.23,car,1436658.37,0
163004.94,145782.72,2020107.59,4.94,house,8072631.1,166
203201.83,144786.71,2447380.7,1.95,car,805979.69,0
215525.68,111746.99,777136.0,2.2,property,5879770.31,47
64965.48,31716.66,1264757.35,10.08,house,10615597.26,123
202028.04,142323.61,3138348.38,5.75,car,394917.53,0
237924.87,106275.68,3594799.84,0.55,property,1601488.25,0
83209.72,75177.33,1031748.65,5.68,property,5282170.3,199
353833.41,278390.68,6974509.29,13.26,car,1288247.4,0
397254.81,345763.22,1626203.42,11.63,property,1570341.03,0
241405.53,195657.75,3610722.28,7.15,car,1893210.96,0
150215.08,93446.11,2129194.24,3.22,house,3284878.18,19
26293.8,17449.27,573839.57,9.58,car,1632124.24,62
87420.43,77888.54,1258463.52,12.29,property,4274969.06,86
64656.23,41337.61,202237.73,8.45,car,2273331.7,67
314450.76,232548.61,3939772.92,5.19,car,1834814.18,0
183003.38,167091.78,2117525.3,10.76,house,9452149.16,119
301729.74,243472.83,5045217.63,1.37,car,859939.66,0
311026.38,278695.56,625667.49,8.38,property,3564850.29,64
91827.99,71211.62,1739785.82,8.09,car,1443476.06,0
162511.36,76908.7,3136939.08,5.72,car,640512.88,0
267598.86,134382.7,5490980.32,5.93,house,9760389.14,26
396883.5,233555.02,1940223.66,7.73,property,4118508.18,12
160680.93,109736.53,978653.46,4.29,house,11951625.54,153
171289.31,74141.05,3551158.35,1.67,car,1282508.73,0
285738.35,127747.06,1470693.96,5.61,house,12311525.4,58
253329.64,192717.65,316476.39,5.45,property,539679.75,4
54613.66,23876.93,1213552.87,6.1,car,878802.4,0
160917.35,115123.06,2798010.43,13.03,house,9788535.47,65
217982.11,169364.14,3125719.87,13.24,car,1708640.89,0
186809.38,87991.77,2945091.2,11.25,house,4129077.68,10
317904.59,208649.91,5328969.01,8.61,property,770458.5,0
110917.52,38840.25,419121.17,13.96,house,6267223.46,55
170154.38,119388.5,2114308.57,10.32,car,2322190.33,3
228845.21,179799.84,3070812.7,8.16,house,14504383.48,111
125072.98,89279.35,583916.31,13.02,property,534885.89,0
86513.22,56557.4,1159894.59,7.04,house,14284708.78,194
325118.05,300417.41,6836164.01,11.38,property,2376061.19,0
188252.08,108479.92,2185064.05,3.41,house,14476722.79,121
194362.4,121754.88,2737368.29,0.38,car,867203.48,0
165415.83,136169.26,874913.42,9.82,house,7067750.62,108
154176.58,103512.79,2593195.4,3.69,house,2755627.31,3
276005.21,232574.36,503624.41,13.04,house,5737282.52,72
103055.13,71543.71,452085.02,10.45,car,1397798.55,25
95873.28,75860.45,2008144.56,2.89,car,2136869.06,6
337807.19,190393.68,6315144.46,1.68,car,1786786.67,0
272101.15,195449.22,4990841.49,7.58,car,2165623.31,0
161054.68,86848.76,3471519.02,12.33,property,7015766.27,28
206506.03,194247.18,4539862.49,3.92,car,1950372.65,0
68733.46,45738.08,698072.21,13.16,car,1405445.47,21
169612.43,129211.29,711559.54,13.67,property,4386538.55,55
139947.48,49688.52,2264136.6,5.31,car,1015959.64,0
252855.68,127899.58,3328976.87,3.32,house,14440112.03,75
150376.65,69225.62,1530026.69,5.87,house,6428552.81,50
172225.19,106854.95,2361867.49,13.71,property,2214250.62,0
57950.5,29668.89,327960.67,6.05,house,4146853.39,99
324014.23,256983.86,3678108.68,0.14,house,8244570.65,68
398313.47,342403.78,4942340.25,10.09,house,5550461.46,7
233612.61,161356.4,2233721.01,9.67,car,774028.11,0
116630.08,99530.13,269560.72,10.42,house,6372987.28,153
232933.01,211760.97,1440726.98,0.28,car,1072399.08,0
278242.62,198483.16,3852127.26,9.1,property,1809041.27,0
316517.46,178220.04,5113854.86,6.82,property,3851975.88,0
49794.86,35762.58,554219.26,13.39,car,1709277.44,45
372855.33,224865.28,5479274.42,5.67,car,474046.24,0
150577.69,81024.23,2359900.82,9.95,property,5334832.2,30
123074.28,75929.33,2548542.85,5.08,property,4407017.69,31
191109.69,86074.06,3917955.85,1.75,car,1756449.61,0
377366.19,290729.76,725129.4,2.34,car,510218.18,0
375981.59,238339.05,485696.97,10.79,property,6237472.79,35
51635.46,26203.52,192423.9,9.17,house,5676503.82,124
114010.68,59343.15,1714211.69,1.84,car,362856.84,0
272148.67,235740.97,2124074.55,6.67,property,7511431.79,88
228447.2,98476.5,5200296.12,7.55,property,4981881.49,0
259798.06,190045.05,3516529.79,7.33,property,4503380.98,11
365390.8,233481.43,1991775.45,1.25,house,6438074.85,33
118726.68,63179.66,263.14,11.42,car,1056546.82,18
198295.22,70392.87,4388297.38,13.26,house,5544741.99,7
311030.3,257775.34,4456470.11,11.15,property,3302329.07,0
176459.63,121110.0,1671787.34,2.29,property,5344930.99,60
334802.21,161493.67,636470.24,8.75,property,6234037.21,29
365782.67,305262.09,6010309.34,3.99,property,4489582.0,0
122152.37,56532.16,200712.82,1.91,car,1701163.96,23
254737.18,130751.62,3807324.96,2.63,car,634728.47,0
388492.16,141130.86,9065846.32,3.95,car,1873431.07,0
296300.69,145094.39,1071544.37,6.91,house,7173280.87,36
318575.63,206767.51,2839633.41,9.76,car,1026547.02,0
340547.59,313639.71,458009.36,10.86,car,1495022.29,30
89009.42,78988.69,534226.28,5.34,car,568315.42,3
311895.35,155753.5,5772998.38,6.2,property,7959015.57,12
95688.35,75708.02,215781.76,9.32,car,1340216.2,44
278948.08,149869.21,2162828.56,8.81,car,1938394.07,0
228840.38,96864.68,2642994.3,4.18,house,13481514.28,69
348189.91,167365.47,943693.21,8.86,house,1703414.02,5
321868.35,225571.17,3057555.96,3.4,car,1578369.45,0
282485.54,215548.87,1050791.57,10.79,car,646936.6,0
54732.59,39472.43,1222746.35,13.96,property,950392.52,0
155096.72,68607.2,1996479.35,1.5,house,4641107.52,30
393036.77,323523.15,7137838.81,11.28,house,11398049.23,28
28114.08,16212.3,488779.52,3.51,car,1367664.69,61
186250.0,98121.86,3115758.88,2.66,car,1495965.2,0
142998.73,90237.47,2977789.05,8.38,property,1702575.57,0
221832.22,137454.02,4362562.54,7.58,house,1509717.69,0
262449.9,151545.44,1168642.96,0.26,house,11976223.67,97
110738.89,86664.49,1749557.78,7.55,house,4063237.61,56
279625.19,226339.94,1034377.29,3.96,house,10152203.05,130
61976.37,41147.37,99181.79,11.69,car,693005.36,25
31884.03,13207.42,146628.24,0.45,property,6772246.45,333
270010.08,179689.77,4544684.49,3.58,house,4479757.59,0
292781.17,104772.23,6471882.48,9.18,car,1329730.12,0
262788.35,148884.22,4689053.08,12.47,house,12222369.29,39
42154.01,30357.63,535208.38,10.28,house,2552127.56,85
102042.02,67520.31,247901.19,3.23,house,4057715.58,96
219952.97,109813.24,3301010.44,2.5,property,4686062.05,12
303521.18,245782.36,4199982.81,9.44,property,5489317.66,14
355473.13,159993.33,1539026.92,5.62,house,10376680.39,40
222882.18,158235.08,4993559.21,12.63,property,7935972.43,23
143368.56,82154.73,2629440.32,6.03,property,2925881.9,4
111474.57,75510.17,1003439.89,7.7,property,2405668.45,31
385427.67,238386.97,3673192.6,10.17,house,9542798.16,30
216691.56,205000.44,1569756.91,4.2,car,772610.19,0
139663.78,113534.62,3162036.75,11.51,property,4334536.16,20
236853.92,164131.97,535974.61,6.45,car,604498.03,1
